,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
252,SHEOGANJ                                          ,Cereals,2017-02-16 17:51:46.287,Paddy (Dhan),SIROHI,0141-4042999,TELL ME CROP INSURANCE SCHEM,	Plant Protection	,JAYAD,AGRICULTURE,RAJASTHAN
253,SIROHI                                            ,Cereals,2017-02-16 18:23:30.230,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
254,REODAR                                            ,Oilseeds,2017-02-16 19:08:03.250,Groundnut (pea nut/mung phalli),SIROHI,"VARIETY OF GROUNDNUT = GG 20, HNG 10, M 13, TG 37 A",TELL ME VAREITY OF GROUNDNUT ?,Varieties,RABI,AGRICULTURE,RAJASTHAN
255,PINDWARA                                          ,Others,2017-02-16 20:28:23.807,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
256,SHEOGANJ                                          ,Condiments and Spices,2017-02-17 08:23:34.180,Fennel,SIROHI,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT  ?,Fertilizer Use and Availability,RABI,HORTICULTURE,RAJASTHAN
257,SHEOGANJ                                          ,Cereals,2017-02-17 20:40:05.973,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
258,PINDWARA                                          ,Others,2017-02-18 08:05:07.540,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TAKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing	,RABI,AGRICULTURE,RAJASTHAN
259,REODAR                                            ,Condiments and Spices,2017-02-18 08:48:21.560,Fennel,SIROHI,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,TELL ME PEST CONTROL OF FENNEL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
260,REODAR                                            ,Others,2017-02-18 08:58:25.000,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
261,REODAR                                            ,Fruits,2017-02-18 09:28:53.157,Musk Melon,SIROHI,"VARIETY OF MUSKMELON = DURGAPURA MADHU, HARA MADHU, PUSA MADHURAS, ARKA JYOTI, R M- 43",TELL ME VARIETY OF MUSKMELON,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
262,SHEOGANJ                                          ,Others,2017-02-18 09:50:25.290,Others,SIROHI,SUBSIDY ON SPRINKLER SYSTEM= 50% OF TOTAL COST OR 15000/- MAXIMUM,TELL ME SUBSIDY ON SPRINKLER SYSTEM,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
263,SHEOGANJ                                          ,Others,2017-02-18 12:39:41.583,Others,SIROHI,SUBSIDY ON SPRINKLER SYSTEM= 50% OF TOTAL COST,TELL ME SUBSIDY ON SPRINKLER SYSTEM,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
264,REODAR                                            ,Condiments and Spices,2017-02-18 14:13:56.170,Fennel,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN FENNEL ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
265,REODAR                                            ,Oilseeds,2017-02-18 17:54:39.673,Groundnut (pea nut/mung phalli),SIROHI,SPRAY  OF PROPICONAZOLE 1 ML PER LITER WATER,TELL ME DISEASE CONTROL,	Plant Protection	,JAYAD,AGRICULTURE,RAJASTHAN
266,REODAR                                            ,Others,2017-02-18 18:09:29.740,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
267,SHEOGANJ                                          ,Others,2017-02-19 13:11:06.470,Others,SIROHI,SUBSIDY ON JAL HOUZ = 50% OF TOTAL COST OR 75000/- MAXIMUM,TELL ME SUBSIDY ON JAL HOUZ,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
268,REODAR                                            ,Vegetables,2017-02-19 14:34:22.827,Potato,SIROHI,AJMER (F & V)	POTATO	550 R/Q,TELL ME MANDI RATE OF POTATO ?,Market Information,RABI,HORTICULTURE,RAJASTHAN
269,SIROHI                                            ,Animal,2017-02-19 14:54:28.277,"Bovine(Cow,Buffalo)",SIROHI,ANIMAL HUSBANDRY CONTACT NUMBER 18001806224,TELL ME CONTACT NUMBER IN ANIMAL HUSBANDRY ?,Credit,RABI,ANIMAL HUSBANDRY,RAJASTHAN
270,PINDWARA                                          ,Others,2017-02-19 18:39:05.190,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
271,PINDWARA                                          ,Others,2017-02-19 18:46:55.570,Others,SIROHI,"NO RAIN RAINFALL POSSIBILITE IN 5 DAYS IN YOUR DISTIC ,BUT CLOUDLY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
272,SIROHI                                            ,Others,2017-02-20 09:57:39.647,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
273,SHEOGANJ                                          ,Cereals,2017-02-20 14:11:46.323,Wheat,SIROHI,no rainfall next five days,tell me weather information,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
274,SHEOGANJ                                          ,Cereals,2017-02-20 14:28:14.117,Wheat,SIROHI,ABOUT CROP INSURANCE-180042533333,TELL ME ABOUT CROP INSURANCE,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
275,SHEOGANJ                                          ,Vegetables,2017-02-20 14:57:34.660,Tomato,SIROHI,"VARIETY OF TOMATO= PUSA GOURAV, PUSA SADABAHAR, PUSA ROHINI, P H 8",TELL ME ABOUT VARIETY OF TOMETO ?,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
276,SHEOGANJ                                          ,Others,2017-02-21 10:31:17.103,Others,SIROHI,CONTECT FOR :0141 274 2242,TELL ME UNITED INSURANCE COMPANY CONTECT NUMBAR.,Crop Insurance,JAYAD,AGRICULTURE,RAJASTHAN
277,REODAR                                            ,Others,2017-02-21 12:36:05.700,Others,SIROHI,SMS activation Process Is Successfully Completed on your number,Asked for SMS activation ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
278,REODAR                                            ,Others,2017-02-21 12:38:14.447,Others,SIROHI,SMS activation Process Is Successfully Completed on your number,Asked for SMS activation ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
279,REODAR                                            ,Others,2017-02-21 14:33:55.080,Others,SIROHI,SOIL TEST IN NEAREST SOIL TESTING LAB.,I WANT TO SOIL TEST.,Soil Testing	,RABI,AGRICULTURE,RAJASTHAN
280,SHEOGANJ                                          ,Condiments and Spices,2017-02-21 15:54:15.250,Fennel,SIROHI,SPRAY OF COPPER OXICHLORIDE 45 GM + STREPTOCYCLIN 2 GM PER 15 LITER WATER,TELL ME BLIGHT CONTROL IN FENNAL ?,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
281,SIROHI                                            ,Vegetables,2017-02-22 09:40:01.287,Watermelon,SIROHI,"VARIETY OF WATERMELON = SUGAR BEBI, ARKA MANIK",TELL ME VARIETY OF WATER MELON,Vegetative Propagation and Tissue Culture,RABI,HORTICULTURE,RAJASTHAN
282,REODAR                                            ,Others,2017-02-22 12:33:12.590,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
283,SIROHI                                            ,Others,2017-02-22 12:42:43.067,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
284,SHEOGANJ                                          ,Others,2017-02-22 13:22:25.437,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
285,SIROHI                                            ,Others,2017-02-22 13:55:58.517,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
286,SIROHI                                            ,Oilseeds,2017-02-23 07:32:49.393,Mustard,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
287,PINDWARA                                          ,Oilseeds,2017-02-23 10:10:15.660,Mustard,SIROHI,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,TELL ME INSECT CONTROL IN MUSTARD ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
288,SHEOGANJ                                          ,Others,2017-02-23 13:27:57.550,Others,SIROHI,NO  RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
289,SIROHI                                            ,Others,2017-02-23 19:15:16.783,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
290,SIROHI                                            ,Others,2017-02-23 19:19:26.923,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
291,SHEOGANJ                                          ,Others,2017-02-24 11:54:33.600,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
292,SHEOGANJ                                          ,Others,2017-02-24 13:20:54.137,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
293,PINDWARA                                          ,Others,2017-02-24 13:47:58.750,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
294,REODAR                                            ,Fruits,2017-02-24 14:34:36.303,Mango,SIROHI,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME CONTROL OF FLOWER DROPPING,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
295,SHEOGANJ                                          ,Fruits,2017-02-24 17:23:20.397,Lemon,SIROHI,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME NO FRUIT IN LEMON,	Plant Protection	,JAYAD,HORTICULTURE,RAJASTHAN
296,REODAR                                            ,Cereals,2017-02-24 20:06:44.093,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT SKY CLOUDLY,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
297,PINDWARA                                          ,Millets,2017-02-25 12:37:54.180,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,"VARIETY OF BAJRA = HHB 67 (IMPROVED),RHB 173, RHB 121, GHB 538",TELL ME VARIETY OF BAJRA,Varieties,RABI,AGRICULTURE,RAJASTHAN
298,SHEOGANJ                                          ,Others,2017-02-25 17:05:16.860,Others,SIROHI,TOLLFREE NO. OF OTHER GOVT. DEPTT= 18001806127,TELL ME TOLLFREE NO. OF OTHER GOVT. DEPTT ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
299,SHEOGANJ                                          ,Others,2017-02-25 17:09:08.250,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
300,SIROHI                                            ,Condiments and Spices,2017-02-25 18:14:44.453,Cumin,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME CONTROL SUKING PEST IN CUMIN CROP.,	Plant Protection	,JAYAD,HORTICULTURE,RAJASTHAN
301,SHEOGANJ                                          ,Others,2017-02-26 10:42:44.450,Others,SIROHI,CONTECT YOUR AGRICULTURE OFFICE,TELL ME ABOUT CROP INSURANCE TAKE OVER,Crop Insurance,RABI,AGRICULTURE,RAJASTHAN
302,SHEOGANJ                                          ,Others,2017-02-26 16:16:02.017,Others,SIROHI,TOLLFREE NO. OF OTHER GOVT. DEPTT= 18001806127,TELL ME ABOUT TOLLFREE NO. OF OTHER GOVT. DEPTT ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
303,REODAR                                            ,Vegetables,2017-02-27 10:41:27.830,Potato,SIROHI,POTATO RRATE IN AJMER MANDI-550/QT,TELL ME POTATO RRATE IN AJMER MANDI,Market Information,RABI,HORTICULTURE,RAJASTHAN
304,REODAR                                            ,Vegetables,2017-02-27 20:45:48.560,Potato,SIROHI,JODHPUR (F & V)  MANDI IN RATE OF  POTATO 300 RS/QT,TELL ME ABOUT RATE OF POTATO IN JODHPUR MANDI ?,Market Information,RABI,HORTICULTURE,RAJASTHAN
305,SIROHI                                            ,Others,2017-02-28 08:23:44.770,Others,SIROHI,CONTECT FOR 0141-5116242,TELL ME KHETI RI BATAN RELATED PROBLEM.,Government Schemes,JAYAD,AGRICULTURE,RAJASTHAN
306,REODAR                                            ,Fodder Crops,2017-02-28 09:48:26.523,rajka bajri.,SIROHI,SPRAY OF PARAQUAT 2 ML PER LITER WATER,TELL ME CONTROL OF AMRBEL IN RIJKA,Weed Management,RABI,AGRICULTURE,RAJASTHAN
307,REODAR                                            ,Fodder Crops,2017-02-28 09:54:57.017,Lucerne (Alfalfa),SIROHI,SPRAY OF PARAQUAT 2 ML PER LITER WATER,TELL ME  WEED CONTROL IN ALFALFA,Weed Management,RABI,AGRICULTURE,RAJASTHAN
308,REODAR                                            ,Vegetables,2017-02-28 14:25:48.920,Potato,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,HORTICULTURE,RAJASTHAN
309,SIROHI                                            ,Others,2017-02-28 15:20:43.767,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
310,SIROHI                                            ,Others,2017-02-28 18:46:26.597,Others,SIROHI,SUBSIDY ON FARM POND = 50% OF TOTAL COST OR 75000/- MAXIMUM,TELL ME   SUBSIDY ON FARM POND,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
311,ABU ROAD                                          ,Fruits,2017-02-28 21:38:56.780,Citrus,SIROHI,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,TELL ME MICRO NUTRIENT MANAGEMENT,Nutrient Management,RABI,HORTICULTURE,RAJASTHAN
312,PINDWARA                                          ,Others,2017-02-28 21:45:41.960,Others,SIROHI,NO RAIN FALL POSSIBLE IN NEXT 5 DAYS IN YOR DISTIC,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
313,PINDWARA                                          ,Pulses,2017-03-01 07:31:26.090,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
314,SHEOGANJ                                          ,Pulses,2017-03-01 12:05:57.577,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
315,ABU ROAD                                          ,Cereals,2017-03-01 20:28:31.590,Wheat,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
316,SIROHI                                            ,Vegetables,2017-03-02 09:17:51.480,Bhindi(Okra/Ladysfinger),SIROHI,"VARIETY OF BHINDI = VARSHA UPHAR,PARBHANI KRANTI, PUSA MAKHMALI, ARKA ANAMIKA",TELL ME VARIETY OF BHINDI,Seeds and Planting Material,JAYAD,HORTICULTURE,RAJASTHAN
317,SHEOGANJ                                          ,Cereals,2017-03-02 09:21:53.710,Wheat,SIROHI,SPRAY OF THIOUREA 0.5 GM PER LITER WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,RABI,AGRICULTURE,RAJASTHAN
318,PINDWARA                                          ,Condiments and Spices,2017-03-02 16:05:51.500,Fennel,SIROHI,NO RAINFALL NEXT FIVE DAYS,TELL ME WEATHER INFORMATION,	Plant Protection	,JAYAD,HORTICULTURE,RAJASTHAN
319,SHEOGANJ                                          ,Others,2017-03-02 19:30:09.857,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
320,SIROHI                                            ,Others,2017-03-03 12:25:44.550,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TAKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing	,RABI,AGRICULTURE,RAJASTHAN
321,SHEOGANJ                                          ,Others,2017-03-03 12:39:23.803,Others,SIROHI,"VARIETY OF TOMATO= PUSA GOURAV, PUSA SADABAHAR, PUSA ROHINI, P H 8",TELL ME VARIETY OF TOMATO,Varieties,RABI,AGRICULTURE,RAJASTHAN
322,SHEOGANJ                                          ,Others,2017-03-03 12:59:58.630,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME SOIL TESTING,Soil Testing	,RABI,AGRICULTURE,RAJASTHAN
323,SHEOGANJ                                          ,Others,2017-03-03 14:50:49.340,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
324,REODAR                                            ,Fruits,2017-03-03 16:41:07.307,Mango,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME APHID CONTROL IN MANGO,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
325,REODAR                                            ,Vegetables,2017-03-03 17:23:49.893,Amaranthus/Grain Amaranthus,SIROHI,SPRAY OF ACETAMIPRID 20% SP 0.5 GM PER LITER WATER,TELL ME SPIDER ATTACK IN WATER MELON,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
326,REODAR                                            ,Fruits,2017-03-04 11:09:29.410,Mango,SIROHI,USE IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER IN ROOT ZONE,TELL ME INSECT CONTROL,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
327,PINDWARA                                          ,Cereals,2017-03-04 14:16:41.513,Wheat,SIROHI,NO RAINFALL NEXT FIVE DAYS,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
328,ABU ROAD                                          ,Cereals,2017-03-04 15:08:42.290,Wheat,SIROHI,USE IMIDACHLOPRID 17.8% SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,TELL ME TERMITE CONTROL IN WHEAT ?,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
329,PINDWARA                                          ,Others,2017-03-04 15:55:02.007,Others,SIROHI,RAIN POSSIBILITY IN NEXT 1-2 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
330,SHEOGANJ                                          ,Others,2017-03-05 10:29:40.623,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
331,SIROHI                                            ,Vegetables,2017-03-06 09:50:04.110,Potato,SIROHI,STORAGE IN COLD STORAGE,TELL ME ABOUT COLD STORAGE,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
332,SHEOGANJ                                          ,Others,2017-03-06 15:18:49.840,Others,SIROHI,LIGHT RAIN MAY BE NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
333,SIROHI                                            ,Others,2017-03-07 10:20:54.367,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
334,REODAR                                            ,Vegetables,2017-03-07 11:02:01.320,Potato,SIROHI,UDAIPUR (F & V)  POTATO 350 RS/QT,TELL ME MANDI RATE OF POTATO,Market Information,RABI,HORTICULTURE,RAJASTHAN
335,ABU ROAD                                          ,Others,2017-03-07 11:04:28.680,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
336,SHEOGANJ                                          ,Pulses,2017-03-07 13:16:05.860,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
337,SHEOGANJ                                          ,Cereals,2017-03-07 17:24:39.983,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 2-3 DAYS,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
338,REODAR                                            ,Cereals,2017-03-07 18:03:35.640,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 2-3 DAYS,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
339,SIROHI                                            ,Others,2017-03-07 18:29:20.273,Others,SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Crop Insurance,RABI,AGRICULTURE,RAJASTHAN
340,SHEOGANJ                                          ,Pulses,2017-03-07 20:33:38.687,Green Gram (Moong Bean/ Moong),SIROHI,"VARIETY OF MOONG =SML 668, RMG 492, RMG 268, RMG 344",TELL ME VARIETY OF MOONG,Varieties,RABI,AGRICULTURE,RAJASTHAN
341,SHEOGANJ                                          ,Others,2017-03-07 21:32:59.837,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
342,PINDWARA                                          ,Others,2017-03-08 08:03:58.143,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
343,SHEOGANJ                                          ,Others,2017-03-08 08:37:43.803,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
344,SHEOGANJ                                          ,Others,2017-03-08 09:04:05.663,Others,SIROHI,RAIN POSSIBILITY IN NEXT 1-2 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
345,SHEOGANJ                                          ,Fruits,2017-03-08 10:05:58.567,Pomegranate,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,HORTICULTURE,RAJASTHAN
346,SHEOGANJ                                          ,Others,2017-03-08 10:37:30.337,Others,SIROHI,LIGHT RAIN MAY BE AFTER 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
347,SHEOGANJ                                          ,Others,2017-03-08 11:46:31.840,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
348,PINDWARA                                          ,Cereals,2017-03-08 14:25:20.157,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
349,REODAR                                            ,Others,2017-03-08 17:45:46.873,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing	,RABI,AGRICULTURE,RAJASTHAN
350,REODAR                                            ,Others,2017-03-09 14:31:53.980,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
351,SHEOGANJ                                          ,Others,2017-03-09 18:45:59.367,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
352,ABU ROAD                                          ,Cereals,2017-03-09 20:20:32.253,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 1-2 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
353,PINDWARA                                          ,Others,2017-03-10 07:25:36.127,Others,SIROHI,LIGHT RAIN MAY BE NEXT 2-3 DAYS,TELL ME WEATHER INFORMETION,Weather,RABI,AGRICULTURE,RAJASTHAN
354,SIROHI                                            ,Others,2017-03-10 08:37:03.750,Others,SIROHI,PLANTING TIME OF ROSE= OCTOBER-NOVEMBER MONTH,TELL ME PLANTING TIME OF ROSE,Varieties,RABI,AGRICULTURE,RAJASTHAN
355,SIROHI                                            ,Others,2017-03-10 09:17:10.010,Others,SIROHI,LIGHT RAIN MAY BE NEXT 2-3 DAYS,TELL ME WEATHER INFORMETION,Weather,RABI,AGRICULTURE,RAJASTHAN
356,PINDWARA                                          ,Cereals,2017-03-10 09:23:07.743,Wheat,SIROHI,LIGHT RAIN MAY BE AFTER 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
357,SIROHI                                            ,Others,2017-03-10 09:30:25.240,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
